date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:12:22	267327/267327	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Feb%202017%2003:08:53%20GMT	https://innoculusteam.files.wordpress.com/2017/02/8384110298_da510e0347_c.jpg?w=630&h=600&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/8384110298_da510e0347_c8919.jpg	(from https://innoculusteam.wordpress.com/)
14:12:23	31215/31215	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:12:21%20GMT	https://innoculusteam.wordpress.com/gerald/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/gerald/index.html	(from https://innoculusteam.wordpress.com/)
14:12:23	31191/31191	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:12:21%20GMT	https://innoculusteam.wordpress.com/lara/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/lara/index.html	(from https://innoculusteam.wordpress.com/)
14:12:23	45540/45540	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:12:21%20GMT	https://innoculusteam.wordpress.com/2017/02/12/how-will-you-innovate-for-the-future/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/2017/02/12/how-will-you-innovate-for-the-future/index.html	(from https://innoculusteam.wordpress.com/)
14:12:23	308464/308464	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/grid1.jpg?w=1230&h=720&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/grid184bf.jpg	(from https://innoculusteam.wordpress.com/)
14:12:23	31179/31179	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:12:22%20GMT	https://innoculusteam.wordpress.com/wes/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/wes/index.html	(from https://innoculusteam.wordpress.com/)
14:12:24	20650/20650	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2255faca7a-50aa%22	http://0.gravatar.com/js/gprofiles.js?ver=201706y	C:/My%20Web%20Sites/innoculus/0.gravatar.com/js/gprofilesd732.js	(from https://innoculusteam.wordpress.com/)
14:12:26	53867/53867	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:12:22%20GMT	https://innoculusteam.wordpress.com/2017/02/11/firstpost/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/2017/02/11/firstpost/index.html	(from https://innoculusteam.wordpress.com/)
14:12:51	196217/196217	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/grid1.jpg?w=630&h=820&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/grid1a133.jpg	(from https://innoculusteam.wordpress.com/)
14:12:52	114850/114850	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/alternate-sidebar1.jpg?w=630&h=820&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/alternate-sidebar1a133.jpg	(from https://innoculusteam.wordpress.com/)
14:12:58	42318/42318	U-----	200	untouched ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2005:09:52%20GMT	https://s2.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1479964158j	C:/My%20Web%20Sites/innoculus/s2.wp.com/_static/index1575.html	(from https://innoculusteam.wordpress.com/)
14:12:59	11774/11774	U--MCZ	200	updated ('OK')	application/x-javascript	etag:W/%225890f68b-405c%22	http://stats.wp.com/w.js?56	C:/My%20Web%20Sites/innoculus/stats.wp.com/w9f61.js	(from https://innoculusteam.wordpress.com/)
14:13:01	582/582	U--MCZ	200	updated ('OK')	application/x-javascript	date:Sun,%2012%20Feb%202017%2003:12:23%20GMT	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://innoculusteam.wordpress.com/)
14:13:17	43/43	U-----	200	untouched ('')	image/gif	date:Sun,%2012%20Feb%202017%2002:01:07%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/innoculus/pixel.wp.com/b0b80.gif	(from https://innoculusteam.wordpress.com/)
14:13:17	666/666	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:13:28	1176/1176	U--MCZ	200	updated ('OK')	text/javascript	date:Sun,%2012%20Feb%202017%2003:12:51%20GMT	https://innoculusteam.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://innoculusteam.wordpress.com/)
14:13:34	58365/58365	U-----	200	untouched ('')	application/javascript	etag:%224334691e3e670fcc3d026cddb03ebe8c%22	https://s.skimresources.com/js/725X1342.skimlinks.js	C:/My%20Web%20Sites/innoculus/s.skimresources.com/js/725X1342.skimlinks.js	(from https://innoculusteam.wordpress.com/)
14:13:44	523/523	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2004:17:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:13:44	581/581	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:13:54	602/602	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:01	592/592	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:11	1414/1414	U-----	200	untouched ('')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:11	1027/1027	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:21	1134/1134	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:22	10819/10819	U-----	200	untouched ('')	image/gif	date:Thu,%2012%20Nov%202015%2019:23:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:27	1984/1984	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2017:47:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:37	1232/1232	U-----	200	untouched ('')	image/gif	date:Mon,%2016%20Nov%202015%2021:35:47%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:37	1232/1232	U-----	200	untouched ('')	image/gif	date:Fri,%2013%20Nov%202015%2017:47:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
14:14:40	33122/33122	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:14:37%20GMT	https://innoculusteam.wordpress.com/author/gwebby19/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/author/gwebby19/index.html	(from https://innoculusteam.wordpress.com/2017/02/12/ai-lecturer/)
14:14:47	78585/78585	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/homepage11.jpg?w=960&h=820&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/homepage117780.jpg	(from https://innoculusteam.wordpress.com/home/)
14:14:53	65461/65461	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/homepage11.jpg?w=960&h=640&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/homepage1155fe.jpg	(from https://innoculusteam.wordpress.com/home/)
14:14:53	595/595	U--MCZ	200	updated ('OK')	application/x-javascript	date:Sun,%2012%20Feb%202017%2003:14:39%20GMT	https://s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/form.js?m=1404442431h	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/formcd10.js	(from https://innoculusteam.wordpress.com/2017/02/12/ai-lecturer/)
14:14:55	22850/22850	U--MCZ	200	updated ('OK')	text/css	date:Sun,%2012%20Feb%202017%2003:14:52%20GMT	https://s1.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1481571546h	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/carousel/jetpack-carouselaccd.css	(from https://innoculusteam.wordpress.com/our-team/)
14:15:18	906/906	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://innoculusteam.wordpress.com/2017/02/12/ai-lecturer/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/2017/02/12/ai-lecturer/feed/index.html	(from https://innoculusteam.wordpress.com/2017/02/12/ai-lecturer/)
14:15:19	231534/231534	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2022:40:55%20GMT	https://innoculusteam.files.wordpress.com/2017/02/20170210_124939_hdr.jpg?w=1000&h=563	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/20170210_124939_hdrf29d.jpg	(from https://innoculusteam.wordpress.com/our-team/)
14:15:20	951/951	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://innoculusteam.wordpress.com/2017/02/11/big-data-for-a-small-world/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/2017/02/11/big-data-for-a-small-world/feed/index.html	(from https://innoculusteam.wordpress.com/2017/02/11/big-data-for-a-small-world/)
14:15:46	163344/163344	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/alternate-sidebar1.jpg?w=960&h=820&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/alternate-sidebar17780.jpg	(from https://innoculusteam.wordpress.com/2017/02/11/firstpost/)
14:15:46	117662/117662	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/alternate-sidebar1.jpg?w=960&h=640&crop=1	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/alternate-sidebar155fe.jpg	(from https://innoculusteam.wordpress.com/2017/02/11/firstpost/)
14:15:48	982/982	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://innoculusteam.wordpress.com/2017/02/12/how-will-you-innovate-for-the-future/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/2017/02/12/how-will-you-innovate-for-the-future/feed/index.html	(from https://innoculusteam.wordpress.com/2017/02/12/how-will-you-innovate-for-the-future/)
14:15:48	31255/31255	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:15:45%20GMT	https://innoculusteam.wordpress.com/author/vancratt/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/author/vancratt/index.html	(from https://innoculusteam.wordpress.com/2017/02/11/firstpost/)
14:15:50	30638/30638	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2012%20Feb%202017%2003:15:47%20GMT	https://innoculusteam.wordpress.com/tag/introduction/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/tag/introduction/index.html	(from https://innoculusteam.wordpress.com/2017/02/11/firstpost/)
14:15:52	29592/29592	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Feb%202017%2003:15:49%20GMT	https://innoculusteam.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://0.gravatar.com/js/gprofiles.js?ver=201706y)
14:16:09	50/50	U-----	200	untouched ('')	image/gif	date:Sun,%2012%20Feb%202017%2002:01:16%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/My%20Web%20Sites/innoculus/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201706y)
14:16:10	915/915	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://innoculusteam.wordpress.com/2017/02/11/firstpost/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/2017/02/11/firstpost/feed/index.html	(from https://innoculusteam.wordpress.com/2017/02/11/firstpost/)
14:16:10	28217/28217	U-----	200	untouched ('')	image/jpeg	date:Sat,%2011%20Feb%202017%2007:27:41%20GMT	https://innoculusteam.files.wordpress.com/2017/02/homepage11.jpg?w=535&h=357	C:/My%20Web%20Sites/innoculus/innoculusteam.files.wordpress.com/2017/02/homepage11e2a9.jpg	(from https://innoculusteam.wordpress.com/2017/02/11/firstpost/)
14:16:10	671/671	U--MC-	200	updated ('OK')	text/plain	date:Sun,%2012%20Feb%202017%2003:15:45%20GMT	https://s2.wp.com/robots.txt		(from https://innoculusteam.wordpress.com/)
14:16:10	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Feb%202017%2003:16:09%20GMT	https://innoculusteam.wordpress.com/g.gif	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/g.2b.delayed	(from http://stats.wp.com/w.js?56)
14:16:10	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Feb%202017%2003:16:09%20GMT	https://innoculusteam.wordpress.com/c.gif	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/c.gif	(from http://stats.wp.com/w.js?56)
14:16:10	43/43	U-----	200	untouched ('')	image/gif	date:Sun,%2012%20Feb%202017%2002:01:19%20GMT	http://pixel.wp.com/t.gif	C:/My%20Web%20Sites/innoculus/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?56)
14:16:11	4529/4529	U-----	200	untouched ('')	image/png	date:Thu,%2012%20Nov%202015%2019:23:30%20GMT	https://s1.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	(from https://s1.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1481571546h)
14:16:12	7165/7165	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%227fdc95ae53729fde8d6f525049148aad%22	https://innoculusteam.wordpress.com/author/gwebby19/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/author/gwebby19/feed/index.html	(from https://innoculusteam.wordpress.com/author/gwebby19/)
14:16:12	1318/1318	U-----	200	untouched ('')	image/png	date:Thu,%2012%20Nov%202015%2019:23:30%20GMT	https://s1.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite.png?5	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/carousel/images/carousel-spritee4da.png	(from https://s1.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1481571546h)
14:16:13	8417/8417	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%2297594a313135bdb9608520b626af52bc%22	https://innoculusteam.wordpress.com/author/vancratt/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/author/vancratt/feed/index.html	(from https://innoculusteam.wordpress.com/author/vancratt/)
14:16:13	8434/8434	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%2297594a313135bdb9608520b626af52bc%22	https://innoculusteam.wordpress.com/tag/introduction/feed/	C:/My%20Web%20Sites/innoculus/innoculusteam.wordpress.com/tag/introduction/feed/index.html	(from https://innoculusteam.wordpress.com/tag/introduction/)
14:16:13	10063/10063	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1481571546h)
14:16:13	2076/2076	U-----	200	untouched ('')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2x.png?5	C:/My%20Web%20Sites/innoculus/s1.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2xe4da.png	(from https://s1.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1481571546h)
